Crawl_Date,Scheduled_Time,Actual_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Actual_Tail,Aircraft_Type,Category
2026-01-07,2026-01-07 15:45,2026-01-07 15:45,Hanoi,HAN,Vietjet Air,VJ143,2,,Landed,VN-A646,A21N,passenger
2026-03-02,2026-03-02 14:05,2026-03-02 15:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN212,1,,Landed,VN-A894,A359,passenger
2026-03-02,2026-03-03 12:10,2026-03-02 14:56,Ho Chi Minh City,SGN,Vietnam Airlines,VN7014,1,,Landed,VN-A327,A321,passenger
2026-01-07,2026-01-07 14:10,2026-01-07 15:39,Hanoi,HAN,Vietnam Airlines,VN251,2,,Landed,VN-A898,A359,passenger
2026-03-02,2026-03-02 14:30,2026-03-02 14:35,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G838,1,,Landed,VN-A279,A321,passenger
2026-01-07,2026-01-07 15:10,2026-01-07 15:36,Hanoi,HAN,Vietnam Airlines,VN213,2,,Landed,VN-A331,A321,passenger
2026-03-02,2026-03-02 13:25,2026-03-02 14:26,Ho Chi Minh City,SGN,Vietjet Air,VJ188,1,,Landed,LY-NVE,A320,passenger
2026-03-02,2026-03-02 14:10,2026-03-02 14:09,Ho Chi Minh City,SGN,Vietjet Air,VJ144,1,,Landed,VN-A697,A21N,passenger
2026-01-07,2026-01-07 13:50,2026-01-07 14:13,Hanoi,HAN,Vietjet Air,VJ137,2,,Landed,VN-A640,A321,passenger
2026-03-02,2026-03-02 13:05,2026-03-02 13:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,,Landed,VN-A617,A21N,passenger
2026-03-02,2026-03-02 11:05,2026-03-02 12:36,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,,Landed,VN-A891,A359,passenger
2026-01-07,2026-01-07 13:20,2026-01-07 13:46,Hanoi,HAN,Vietjet Air,VJ135,2,,Landed,VN-A526,A21N,passenger
2026-03-02,2026-03-02 12:10,2026-03-02 12:32,Ho Chi Minh City,SGN,Vietjet Air,VJ128,1,,Landed,VN-A816,A333,passenger
2026-01-07,2026-01-07 13:50,2026-01-07 13:38,Hanoi,HAN,Vietjet Air,VJ133,2,,Landed,VN-A815,A333,passenger
2026-03-02,2026-03-02 12:30,2026-03-02 12:27,Ho Chi Minh City,SGN,Bamboo Airways,QH224,1,,Landed,JU-1410,A320,passenger
2026-01-07,2026-01-07 12:10,2026-01-07 13:11,Hanoi,HAN,Vietnam Airlines,VN247,2,,Landed,VN-A324,A321,passenger
2026-03-02,2026-03-02 12:05,2026-03-02 11:59,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,,Landed,VN-A886,A359,passenger
2026-03-02,2026-03-02 11:35,2026-03-02 11:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN7044,1,,Landed,VN-A501,A21N,passenger
2026-01-07,2026-01-07 13:10,2026-01-07 12:59,Hanoi,HAN,Vietnam Airlines,VN211,2,,Landed,VN-A892,A359,passenger
2026-03-02,2026-03-02 11:35,2026-03-02 11:24,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G822,1,,Landed,VN-A280,A321,passenger
2026-01-07,2026-01-07 13:05,2026-01-07 12:56,Hanoi,HAN,Vietravel Airlines,VU771,2,,Landed,VN-A129,A321,passenger
2026-03-02,2026-03-02 10:25,2026-03-02 10:37,Ho Chi Minh City,SGN,Vietjet Air,VJ184,1,,Landed,VN-A632,A321,passenger
2026-01-07,2026-01-07 10:50,2026-01-07 12:37,Hanoi,HAN,Vietjet Air,VJ125,2,,Landed,VN-A544,A321,passenger
2026-03-02,2026-03-02 10:05,2026-03-02 09:52,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A863,B789,passenger
2026-01-07,2026-01-07 12:10,2026-01-07 12:27,Hanoi,HAN,Vietjet Air,VJ149,2,,Landed,LY-MLI,A320,passenger
2026-03-02,2026-03-02 09:30,2026-03-02 09:38,Ho Chi Minh City,SGN,Vietjet Air,VJ148,1,,Landed,LY-NVG,A320,passenger
2026-01-07,2026-01-07 12:20,2026-01-07 12:17,Hanoi,HAN,Vietravel Airlines,VU775,2,,Landed,9H-MLW,A320,passenger
2026-03-02,2026-03-02 09:40,2026-03-02 09:25,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G808,1,,Landed,VN-A284,A21N,passenger
2026-01-07,2026-01-07 12:25,2026-01-07 12:21,Hanoi,HAN,Bamboo Airways,QH211,2,,Landed,PK-BBK,B739,passenger
2026-03-02,2026-03-02 09:05,2026-03-02 09:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A861,B789,passenger
2026-03-02,2026-03-02 09:12,2026-03-02 08:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN7032,1,,Landed,VN-A894,A359,passenger
2026-03-02,2026-03-02 08:40,2026-03-02 08:30,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G806,1,,Landed,VN-A279,A321,passenger
2026-01-07,2026-01-07 11:10,2026-01-07 11:05,Hanoi,HAN,Vietnam Airlines,VN209,2,,Landed,VN-A890,A359,passenger
2026-03-02,2026-03-02 08:25,2026-03-02 08:21,Ho Chi Minh City,SGN,Vietjet Air,VJ126,1,,Landed,VN-A547,A21N,passenger
2026-03-02,2026-03-02 08:05,2026-03-02 08:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN206,1,,Landed,VN-A603,A321,passenger
2026-01-07,2026-01-07 11:05,2026-01-07 11:03,Hanoi,HAN,Vietravel Airlines,VU751,2,,Landed,VN-A289,A321,passenger
2026-03-02,2026-03-02 07:55,2026-03-02 07:41,Ho Chi Minh City,SGN,Vietravel Airlines,VU750,1,,Landed,VN-A289,A321,passenger
2026-01-07,2026-01-07 10:50,2026-01-07 10:40,Hanoi,HAN,Vietjet Air,VJ121,2,,Landed,VN-A814,A333,passenger
2026-03-02,2026-03-02 06:35,2026-03-02 06:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN7218,1,,Landed,VN-A336,A321,passenger
2026-01-07,2026-01-07 09:10,2026-01-07 09:23,Hanoi,HAN,Vietnam Airlines,VN207,2,,Landed,VN-A898,A359,passenger
2026-03-04,2026-03-04 01:35,2026-03-04 01:25,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G892,1,,Landed,VN-A279,A321,passenger
2026-01-07,2026-01-07 09:05,2026-01-07 09:05,Hanoi,HAN,Vietnam Airlines,VN7229,2,,Landed,VN-A323,A321,passenger
2026-03-03,2026-03-03 23:40,2026-03-03 23:40,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G882,1,,Landed,VN-A909,A20N,passenger
2026-01-07,2026-01-07 09:05,2026-01-07 09:03,Hanoi,HAN,Vietnam Airlines,VN7045,2,,Landed,VN-A508,A21N,passenger
2026-03-03,2026-03-03 23:05,2026-03-03 23:17,Ho Chi Minh City,SGN,Vietnam Airlines,VN260,1,,Landed,VN-A873,B78X,passenger
2026-03-03,2026-03-03 23:10,2026-03-03 23:02,Ho Chi Minh City,SGN,Vietjet Air,VJ156,1,,Landed,VN-A636,A321,passenger
2026-01-07,2026-01-07 09:20,2026-01-07 08:54,Hanoi,HAN,Bamboo Airways,QH203,2,,Landed,VN-A585,A321,passenger
2026-03-03,2026-03-03 22:05,2026-03-03 22:17,Ho Chi Minh City,SGN,Vietnam Airlines,VN220,1,,Landed,VN-A867,B789,passenger
2026-01-07,2026-01-07 09:00,2026-01-07 08:49,Hanoi,HAN,Vietjet Air,VJ167,2,,Landed,VN-A812,A333,passenger
2026-03-03,2026-03-03 21:40,2026-03-03 21:44,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,,Landed,VN-A886,A359,passenger
2026-01-07,2026-01-07 08:55,2026-01-07 08:37,Hanoi,HAN,Vietjet Air,VJ181,2,,Landed,VN-A632,A321,passenger
2026-03-03,2026-03-03 21:05,2026-03-03 20:56,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,,Landed,VN-A879,B78X,passenger
2026-03-03,2026-03-03 20:30,2026-03-03 20:16,Ho Chi Minh City,SGN,Vietjet Air,VJ158,1,,Landed,VN-A500,A21N,passenger
2026-03-03,2026-03-03 20:05,2026-03-03 20:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A869,B789,passenger
2026-03-03,2026-03-03 18:55,2026-03-03 19:43,Ho Chi Minh City,SGN,Vietjet Air,VJ172,1,,Landed,VN-A811,A333,passenger
2026-01-07,2026-01-07 08:10,2026-01-07 07:51,Hanoi,HAN,Vietnam Airlines,VN243,2,,Landed,VN-A332,A321,passenger
2026-03-03,2026-03-03 19:15,2026-03-03 19:40,Ho Chi Minh City,SGN,Vietjet Air,VJ152,1,,Landed,VN-A525,A21N,passenger
2026-01-07,2026-01-07 07:10,2026-01-07 07:11,Hanoi,HAN,Vietjet Air,VJ179,2,,Landed,VN-A639,A321,passenger
2026-03-03,2026-03-03 19:05,2026-03-03 19:08,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,,Landed,VN-A874,B78X,passenger
2026-01-07,2026-01-07 07:20,2026-01-07 07:01,Hanoi,HAN,Vietjet Air,VJ185,2,,Landed,VN-A635,A321,passenger
2026-03-03,2026-03-03 18:05,2026-03-03 18:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A868,B789,passenger
2026-03-03,2026-03-03 18:00,2026-03-03 17:53,Ho Chi Minh City,SGN,Vietjet Air,VJ192,1,,Landed,VN-A815,A333,passenger
2026-01-07,2026-01-07 07:10,2026-01-07 06:48,Hanoi,HAN,Vietnam Airlines,VN205,2,,Landed,VN-A325,A321,passenger
2026-03-03,2026-03-03 17:35,2026-03-03 17:23,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,,Landed,VN-A877,B78X,passenger
2026-01-12,2026-01-12 09:05,2026-01-12 08:46,Hanoi,HAN,Vietnam Airlines,VN7045,2,,Landed,VN-A357,A321,passenger
2026-03-03,2026-03-03 16:50,2026-03-03 17:19,Ho Chi Minh City,SGN,Vietjet Air,VJ134,1,,Landed,LY-MLI,A320,passenger
2026-03-03,2026-03-03 17:05,2026-03-03 16:47,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A872,B78X,passenger
2026-01-14,2026-01-15 00:10,2026-01-14 23:59,Hanoi,HAN,Vietnam Airlines,VN267,2,,Landed,VN-A611,A321,passenger
2026-03-03,2026-03-03 16:45,2026-03-03 16:38,Ho Chi Minh City,SGN,Vietjet Air,VJ130,1,,Landed,VN-A816,A333,passenger
2026-03-03,2026-03-03 15:05,2026-03-03 15:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,,Landed,VN-A867,B789,passenger
2026-01-21,2026-01-21 20:45,2026-01-21 20:47,Hanoi,HAN,Sun Phuquoc Airways,9G869,2,,Landed,VN-A280,A321,passenger
2026-03-03,2026-03-03 15:10,2026-03-03 15:06,Ho Chi Minh City,SGN,Vietjet Air,VJ198,1,,Landed,VN-A647,A321,passenger
2026-03-03,2026-03-03 14:30,2026-03-03 14:56,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G838,1,,Landed,VN-A280,A321,passenger
2026-01-21,2026-01-21 20:25,2026-01-21 20:21,Hanoi,HAN,Bamboo Airways,QH271,2,,Landed,JU-1410,A320,passenger
2026-03-03,2026-03-03 14:40,2026-03-03 14:45,Ho Chi Minh City,SGN,Vietjet Air,VJ138,1,,Landed,VN-A635,A321,passenger
2026-01-21,2026-01-21 20:10,2026-01-21 20:02,Hanoi,HAN,Vietnam Airlines,VN259,2,,Landed,VN-A872,B78X,passenger
2026-03-03,2026-03-03 14:05,2026-03-03 14:12,Ho Chi Minh City,SGN,Vietnam Airlines,VN212,1,,Landed,VN-A897,A359,passenger
2026-01-23,2026-01-23 09:05,2026-01-23 08:54,Hanoi,HAN,Vietnam Airlines,VN7045,2,,Landed,VN-A356,A321,passenger
2026-03-03,2026-03-03 14:10,2026-03-03 14:20,Ho Chi Minh City,SGN,Vietjet Air,VJ144,1,,Landed,VN-A639,A321,passenger
2026-01-23,2026-01-23 07:20,2026-01-23 07:04,Hanoi,HAN,Vietjet Air,VJ185,2,,Landed,VN-A676,A320,passenger
2026-03-03,2026-03-03 14:11,2026-03-03 13:49,Ho Chi Minh City,SGN,Vietnam Airlines,VN7242,1,,Landed,VN-A338,A321,passenger
2026-03-03,2026-03-03 13:05,2026-03-03 13:21,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,,Landed,VN-A893,A359,passenger
2026-01-23,2026-01-23 07:10,2026-01-23 06:52,Hanoi,HAN,Vietnam Airlines,VN205,2,,Landed,VN-A353,A321,passenger
2026-03-03,2026-03-03 12:05,2026-03-03 12:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,,Landed,VN-A886,A359,passenger
2026-01-28,2026-01-28 22:15,2026-01-28 22:39,Hanoi,HAN,Vietjet Air,VJ155,2,,Landed,VN-A636,A321,passenger
2026-03-03,2026-03-03 11:40,2026-03-03 11:40,Ho Chi Minh City,SGN,Vietjet Air,VJ186,1,,Landed,VN-A815,A333,passenger
2026-02-04,2026-02-04 18:45,2026-02-04 19:15,Hanoi,HAN,Bamboo Airways,QH255,2,,Landed,VN-A596,A20N,passenger
2026-03-03,2026-03-03 11:35,2026-03-03 11:32,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G822,1,,Landed,VN-A279,A321,passenger
2026-02-04,2026-02-04 16:35,2026-02-04 16:57,Hanoi,HAN,Vietnam Airlines,VN7015,2,,Landed,VN-A353,A321,passenger
2026-03-03,2026-03-03 11:05,2026-03-03 11:14,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,,Landed,VN-A868,B789,passenger
2026-03-03,2026-03-03 10:40,2026-03-03 10:27,Ho Chi Minh City,SGN,Vietjet Air,VJ136,1,,Landed,VN-A653,A21N,passenger
2026-02-06,2026-02-06 19:20,2026-02-06 20:17,Hanoi,HAN,Vietjet Air,VJ147,2,,Landed,VN-A641,A321,passenger
2026-03-03,2026-03-03 10:25,2026-03-03 10:19,Ho Chi Minh City,SGN,Vietjet Air,VJ184,1,,Landed,VN-A816,A333,passenger
2026-02-07,2026-02-07 22:49,2026-02-07 22:49,Hanoi,HAN,Vietnam Airlines,VN7051,2,,Landed,VN-A514,A20N,passenger
2026-03-03,2026-03-03 10:05,2026-03-03 10:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A329,A321,passenger
2026-03-03,2026-03-03 09:05,2026-03-03 08:58,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,,Landed,VN-A899,A359,passenger
2026-02-10,2026-02-10 07:00,2026-02-10 07:00,Hanoi,HAN,Vietjet Air,VJ185,2,,Landed,VN-A500,A21N,passenger
2026-03-03,2026-03-03 08:25,2026-03-03 08:42,Ho Chi Minh City,SGN,Vietjet Air,VJ126,1,,Landed,VN-A525,A21N,passenger
2026-03-03,2026-03-03 08:05,2026-03-03 08:06,Ho Chi Minh City,SGN,Vietnam Airlines,VN206,1,,Landed,VN-A897,A359,passenger
2026-03-03,2026-03-03 07:30,2026-03-03 07:49,Ho Chi Minh City,SGN,Vietjet Air,VJ122,1,,Landed,VN-A607,A21N,passenger
2026-02-11,2026-02-11 05:58,2026-02-11 05:58,Hanoi,HAN,Vietjet Air,VJ1121,2,,Landed,VN-A580,A21N,passenger
2026-03-03,2026-03-03 06:35,2026-03-03 06:18,Ho Chi Minh City,SGN,Vietnam Airlines,VN7218,1,,Landed,VN-A515,A20N,passenger
2026-02-11,2026-02-11 05:04,2026-02-11 05:04,Hanoi,HAN,Sun Phuquoc Airways,9G8803,2,,Landed,VN-A280,A321,passenger
2026-03-04,2026-03-04 23:05,2026-03-04 23:01,Ho Chi Minh City,SGN,Vietnam Airlines,VN260,1,,Landed,VN-A874,B78X,passenger
2026-03-04,2026-03-04 21:45,2026-03-04 21:52,Ho Chi Minh City,SGN,Bamboo Airways,QH268,1,,Landed,ER-00005,A320,passenger
2026-03-04,2026-03-04 21:40,2026-03-04 21:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,,Landed,VN-A879,B78X,passenger
2026-03-04,2026-03-04 21:05,2026-03-04 21:33,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,,Landed,VN-A863,B789,passenger
2026-03-04,2026-03-04 20:20,2026-03-04 21:25,Ho Chi Minh City,SGN,Vietnam Airlines,VN7048,1,,Landed,VN-A505,A21N,passenger
2026-03-04,2026-03-04 21:15,2026-03-04 21:07,Ho Chi Minh City,SGN,Vietjet Air,VJ160,1,,Landed,VN-A670,A321,passenger
2026-03-04,2026-03-04 20:10,2026-03-04 20:52,Ho Chi Minh City,SGN,Vietjet Air,VJ154,1,,Landed,VN-A650,A320,passenger
2026-03-04,2026-03-04 20:05,2026-03-04 19:53,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A872,B78X,passenger
2026-03-04,2026-03-04 19:05,2026-03-04 19:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,,Landed,VN-A895,A359,passenger
2026-03-04,2026-03-04 19:20,2026-03-04 19:17,Ho Chi Minh City,SGN,Vietravel Airlines,VU780,1,,Landed,VN-A289,A321,passenger
2026-02-12,2026-02-12 05:14,2026-02-12 05:14,Hanoi,HAN,Sun Phuquoc Airways,9G8803,2,,Landed,VN-A279,A321,passenger
2026-03-04,2026-03-04 16:50,2026-03-04 18:25,Ho Chi Minh City,SGN,Vietjet Air,VJ134,1,,Landed,LY-MLI,A320,passenger
2026-03-04,2026-03-04 18:05,2026-03-04 17:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A878,B78X,passenger
2026-03-04,2026-03-04 17:35,2026-03-04 17:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,,Landed,VN-A889,A359,passenger
2026-03-04,2026-03-04 17:45,2026-03-04 17:34,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G854,1,,Landed,VN-A279,A321,passenger
2026-03-04,2026-03-04 17:30,2026-03-04 17:32,Ho Chi Minh City,SGN,Vietjet Air,VJ194,1,,Landed,VN-A649,A321,passenger
2026-03-04,2026-03-04 17:05,2026-03-04 16:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A877,B78X,passenger
2026-03-04,2026-03-04 17:00,2026-03-04 16:50,Ho Chi Minh City,SGN,Vietjet Air,VJ146,1,,Landed,VN-A817,A333,passenger
2026-03-04,2026-03-04 16:05,2026-03-04 16:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,,Landed,VN-A869,B789,passenger
2026-02-13,2026-02-13 07:15,2026-02-13 07:15,Hanoi,HAN,Vietjet Air,VJ1123,2,,Landed,VN-A671,A320,passenger
2026-03-04,2026-03-04 15:35,2026-03-04 15:59,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,,Landed,VN-A129,A321,passenger
2026-02-13,2026-02-13 07:05,2026-02-13 07:05,Hanoi,HAN,Sun Phuquoc Airways,9G8803,2,,Landed,VN-A279,A321,passenger
2026-02-13,2026-02-13 06:20,2026-02-13 06:20,Hanoi,HAN,Vietnam Airlines,VN7295,2,,Landed,VN-A618,A21N,passenger
2026-03-04,2026-03-04 15:25,2026-03-04 15:36,Ho Chi Minh City,SGN,Bamboo Airways,QH242,1,,Landed,ER-00005,A320,passenger
2026-03-04,2026-03-04 15:10,2026-03-04 15:27,Ho Chi Minh City,SGN,Vietjet Air,VJ198,1,,Landed,VN-A544,A321,passenger
2026-03-04,2026-03-05 13:25,2026-03-04 15:21,Ho Chi Minh City,SGN,Vietjet Air,VJ188,1,,Landed,LY-NVE,A320,passenger
2026-03-04,2026-03-04 15:05,2026-03-04 15:01,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,,Landed,VN-A863,B789,passenger
2026-03-04,2026-03-04 14:40,2026-03-04 15:03,Ho Chi Minh City,SGN,Vietjet Air,VJ138,1,,Landed,VN-A524,A21N,passenger
2026-02-14,2026-02-14 19:34,2026-02-14 19:34,Hanoi,HAN,Vietnam Airlines,VN7221,2,,Landed,VN-A514,A20N,passenger
2026-03-04,2026-03-04 14:10,2026-03-04 14:28,Ho Chi Minh City,SGN,Vietjet Air,VJ144,1,,Landed,VN-A670,A321,passenger
2026-03-04,2026-03-04 13:05,2026-03-04 14:14,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,,Landed,VN-A865,B789,passenger
2026-02-14,2026-02-15 10:50,2026-02-14 14:13,Hanoi,HAN,Vietjet Air,VJ125,2,,Landed,VN-A810,A333,passenger
2026-03-04,2026-03-04 14:25,2026-03-04 14:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN7046,1,,Landed,VN-A393,A321,passenger
2026-03-04,2026-03-04 12:05,2026-03-04 12:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,,Landed,VN-A895,A359,passenger
2026-03-04,2026-03-04 10:05,2026-03-04 09:53,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A861,B789,passenger
2026-02-14,2026-02-14 06:39,2026-02-14 06:39,Hanoi,HAN,Vietjet Air,VJ1123,2,,Landed,VN-A685,A321,passenger
2026-03-04,2026-03-04 09:20,2026-03-04 09:12,Ho Chi Minh City,SGN,Bamboo Airways,QH204,1,,Landed,ER-00005,A320,passenger
2026-03-04,2026-03-04 09:00,2026-03-04 08:49,Ho Chi Minh City,SGN,Vietjet Air,VJ176,1,,Landed,VN-A683,A321,passenger
2026-03-04,2026-03-04 08:05,2026-03-04 08:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN206,1,,Landed,VN-A865,B789,passenger
2026-03-05,2026-03-05 22:35,2026-03-05 22:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN256,1,,Landed,VN-A877,B78X,passenger
2026-03-05,2026-03-05 22:20,2026-03-05 22:16,Ho Chi Minh City,SGN,Bamboo Airways,QH268,1,,Landed,JU-1410,A320,passenger
2026-03-05,2026-03-05 21:40,2026-03-05 21:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,,Landed,VN-A890,A359,passenger
2026-03-05,2026-03-05 21:00,2026-03-05 20:54,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G868,1,,Landed,VN-A284,A21N,passenger
2026-02-15,2026-02-16 13:50,2026-02-15 17:41,Hanoi,HAN,Vietjet Air,VJ137,2,,Landed,VN-A693,A21N,passenger
2026-03-05,2026-03-05 20:05,2026-03-05 20:28,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,,Landed,VN-A874,B78X,passenger
2026-03-05,2026-03-05 19:05,2026-03-05 19:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,,Landed,VN-A866,B789,passenger
2026-03-05,2026-03-05 17:30,2026-03-05 18:35,Ho Chi Minh City,SGN,Vietjet Air,VJ194,1,,Landed,VN-A670,A321,passenger
2026-03-05,2026-03-05 18:05,2026-03-05 18:17,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A873,B78X,passenger
2026-03-05,2026-03-05 17:35,2026-03-05 17:48,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,,Landed,VN-A872,B78X,passenger
2026-03-05,2026-03-05 17:45,2026-03-05 17:37,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G854,1,,Landed,VN-A279,A321,passenger
2026-03-05,2026-03-05 16:50,2026-03-05 17:34,Ho Chi Minh City,SGN,Vietjet Air,VJ134,1,,Landed,LY-MLI,A320,passenger
2026-03-05,2026-03-05 17:05,2026-03-05 17:09,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,,Landed,VN-A878,B78X,passenger
2026-02-18,2026-02-19 16:10,2026-02-18 19:17,Hanoi,HAN,Vietjet Air,VJ151,2,,Landed,LY-NVE,A320,passenger
2026-03-05,2026-03-06 10:05,2026-03-05 16:05,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,,Landed,VN-A869,B789,passenger
2026-03-05,2026-03-05 16:05,2026-03-05 15:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,,Landed,VN-A868,B789,passenger
2026-03-05,2026-03-05 15:35,2026-03-05 15:42,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,,Landed,VN-A136,A320,passenger
2026-03-05,2026-03-05 15:25,2026-03-05 15:31,Ho Chi Minh City,SGN,Bamboo Airways,QH242,1,,Landed,ER-00005,A320,passenger
2026-03-05,2026-03-05 14:05,2026-03-05 14:44,Ho Chi Minh City,SGN,Vietnam Airlines,VN212,1,,Landed,VN-A610,A321,passenger
2026-03-05,2026-03-05 13:05,2026-03-05 13:01,Ho Chi Minh City,SGN,Vietnam Airlines,VN246,1,,Landed,VN-A870,B789,passenger
2026-03-05,2026-03-05 12:05,2026-03-05 12:02,Ho Chi Minh City,SGN,Vietnam Airlines,VN210,1,,Landed,VN-A866,B789,passenger
2026-03-05,2026-03-05 11:55,2026-03-05 11:35,Ho Chi Minh City,SGN,Vietnam Airlines,VN7044,1,,Landed,VN-A395,A321,passenger
2026-02-19,2026-02-19 20:20,2026-02-19 20:33,Hanoi,HAN,Vietjet Air,VJ193,2,,Landed,VN-A674,A21N,passenger
2026-03-05,2026-03-05 11:05,2026-03-05 11:10,Ho Chi Minh City,SGN,Vietnam Airlines,VN244,1,,Landed,VN-A890,A359,passenger
2026-03-05,2026-03-05 10:40,2026-03-05 10:32,Ho Chi Minh City,SGN,Vietjet Air,VJ136,1,,Landed,VN-A655,A320,passenger
2026-03-05,2026-03-05 08:20,2026-03-05 08:11,Ho Chi Minh City,SGN,Vietnam Airlines,VN7042,1,,Landed,VN-A336,A321,passenger
2026-03-05,2026-03-05 07:55,2026-03-05 08:02,Ho Chi Minh City,SGN,Vietravel Airlines,VU750,1,,Landed,VN-A289,A321,passenger
2026-03-05,2026-03-05 08:05,2026-03-05 07:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN206,1,,Landed,VN-A326,A321,passenger
2026-03-05,2026-03-05 07:50,2026-03-05 07:46,Ho Chi Minh City,SGN,Vietjet Air,VJ124,1,,Landed,VN-A667,A321,passenger
2026-03-05,2026-03-05 07:55,2026-03-05 07:31,Ho Chi Minh City,SGN,Sun Phuquoc Airways,9G802,1,,Landed,VN-A281,A21N,passenger
2026-03-06,2026-03-07 00:05,2026-03-06 23:56,Ho Chi Minh City,SGN,Vietnam Airlines,VN224,1,,Landed,VN-A397,A321,passenger
2026-03-06,2026-03-06 21:20,2026-03-06 22:26,Ho Chi Minh City,SGN,Vietjet Air,VJ196,1,,Landed,VN-A683,A321,passenger
2026-03-06,2026-03-06 21:40,2026-03-06 22:04,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,,Landed,VN-A878,B78X,passenger
2026-03-06,2026-03-06 21:05,2026-03-06 21:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,,Landed,VN-A879,B78X,passenger
2026-03-06,2026-03-06 21:15,2026-03-06 21:21,Ho Chi Minh City,SGN,Vietjet Air,VJ160,1,,Landed,VN-A642,A321,passenger
2026-03-06,2026-03-06 20:20,2026-03-06 19:56,Ho Chi Minh City,SGN,Vietnam Airlines,VN7048,1,,Landed,VN-A618,A21N,passenger
2026-03-06,2026-03-06 19:05,2026-03-06 19:36,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,,Landed,VN-A869,B789,passenger
2026-03-06,2026-03-06 18:45,2026-03-06 18:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN252,1,,Landed,VN-A873,B78X,passenger
2026-03-06,2026-03-06 18:05,2026-03-06 18:07,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,,Landed,VN-A872,B78X,passenger
