Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Terminal,Departure_Runway,Status,Scheduled_Tail,Aircraft_Type,Is_Fixed_Flight,Category
2026-03-10,22:45,22:45,Hong Kong,HKG,Cathay Pacific,CX48,0,11R,Departed,B-LIC,B744,0,general aviation
2026-03-10,22:25,22:32,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G895,1,11R,Departed,VN-A284,A21N,0,passenger
2026-03-10,22:29,22:29,Hong Kong,HKG,DHL Air,QY674,0,11R,Departed,D-ALMG,A333,0,cargo
2026-03-10,22:10,22:18,Ho Chi Minh City,SGN,VietJet Air,VJ123,1,11R,Departed,VN-A524,A21N,0,passenger
2026-03-10,22:00,22:15,Shenzhen,SZX,China Southern Airlines,CZ8084,2,11R,Departed,B-6355,A321,0,passenger
2026-03-10,22:00,22:12,Ho Chi Minh City,SGN,Vietnam Airlines,VN267,1,11R,Departed,VN-A357,A321,1,passenger
2026-03-10,,22:06,,,One Air,HE743,,11R,Departed,G-ONEF,B744,0,cargo
2026-03-10,,22:03,Hong Kong,HKG,Hong Kong Air Cargo,RH318,0,11R,Departed,B-LNW,A332,0,cargo
2026-03-10,21:55,21:59,Hong Kong,HKG,HK express,UO543,2,11R,Departed,B-LCN,A20N,1,passenger
2026-03-10,21:30,21:49,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G885,1,11R,Departed,VN-A279,A321,0,passenger
2026-03-10,21:15,21:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN7049,1,11R,Departed,VN-A618,A21N,0,passenger
2026-03-10,20:50,21:37,Da Nang,DAD,VietJet Air,VJ521,1,11R,Departed,VN-A554,A21N,0,passenger
2026-03-10,21:00,21:31,Ho Chi Minh City,SGN,Vietnam Airlines,VN221,1,11R,Departed,VN-A390,A321,1,passenger
2026-03-10,19:45,21:22,Da Nang,DAD,VietJet Air,VJ519,1,11R,Departed,VN-A500,A21N,0,passenger
2026-03-10,21:05,21:19,Da Nang,DAD,Vietnam Airlines,VN7193,1,11R,Departed,VN-A392,A321,0,passenger
2026-03-10,20:30,21:16,Ho Chi Minh City,SGN,Bamboo Airways,QH273,1,11R,Departed,VN-A585,A321,0,passenger
2026-03-10,,21:13,Taipei,TPE,China Airlines,CI6654,0,11R,Departed,B-18722,B744,0,cargo
2026-03-10,20:55,21:10,Bangkok,DMK,AirAsia,AI2389,2,11R,Departed,VT-EXI,A20N,1,passenger
2026-03-10,20:00,21:03,Ho Chi Minh City,SGN,Vietravel Airlines,VU787,1,11R,Departed,VN-A289,A321,0,passenger
2026-03-10,20:30,20:48,Chongqing,CKG,West Air,8M453,2,11R,Departed,XY-ALP,E190,0,passenger
2026-03-10,20:30,20:46,Da Nang,DAD,Vietnam Airlines,VN1835,1,11R,Departed,VN-A615,A321,0,passenger
2026-03-10,19:35,20:43,Ho Chi Minh City,SGN,VietJet Air,VJ316,1,11R,Departed,VN-A637,A321,0,passenger
2026-03-10,20:30,20:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN265,1,11R,Departed,VN-A866,B789,1,passenger
2026-03-10,20:25,20:32,Bangkok,BKK,Thai Airways,TG565,2,11R,Departed,HS-TXE,A320,1,passenger
2026-03-10,19:55,20:29,Ho Chi Minh City,SGN,VietJet Air,VJ177,1,11R,Departed,VN-A811,A333,0,passenger
2026-03-10,20:20,20:25,Changsha,CSX,China Southern Airlines,CZ8360,2,11R,Departed,B-305D,A20N,0,passenger
2026-03-10,19:50,20:23,Hong Kong,HKG,Hong Kong Airlines,HX529,0,11R,Departed,B-LPS,A320,0,general aviation
2026-03-10,20:05,20:20,Hue,HUI,Vietnam Airlines,VN1549,1,11R,Departed,VN-A614,A321,0,passenger
2026-03-10,20:00,20:17,Ho Chi Minh City,SGN,Vietnam Airlines,VN263,1,11R,Departed,VN-A869,B789,0,passenger
2026-03-10,19:50,20:11,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G873,1,11R,Departed,VN-A285,A21N,0,passenger
2026-03-10,19:45,19:59,Guangzhou,CAN,China Southern Airlines,CZ8178,2,11R,Departed,B-1829,A320,1,passenger
2026-03-10,19:30,19:56,Hong Kong,HKG,Cathay Pacific,CX742,0,11R,Departed,B-HNX,B773,0,general aviation
2026-03-10,19:40,19:50,Shenzhen,SZX,Shenzhen Airlines,ZH106,2,11R,Departed,B-1973,B738,1,passenger
2026-03-10,19:15,19:48,Phnom Penh,KTI,Air Cambodia,K6851,2,11R,Departed,XU-356,A320,0,passenger
2026-03-10,19:35,19:45,Guiyang,KWE,Colorful Guizhou Airlines,GY702,2,11R,Departed,B-3320,E190,0,passenger
2026-03-10,19:15,19:43,Bengaluru,BLR,Vietnam Airlines,VN983,2,11R,Departed,VN-A602,A321,0,passenger
2026-03-10,19:15,19:41,Luang Prabang,LPQ,Lao Airlines,QV314,2,,Departed,RDPL-34176,AT75,0,passenger
2026-03-10,19:15,19:36,Hue,HUI,VietJet Air,VJ569,1,11R,Departed,VN-A666,A320,0,passenger
2026-03-10,19:00,19:33,Ho Chi Minh City,SGN,VietJet Air,VJ189,1,11R,Departed,VN-A543,A21N,0,passenger
2026-03-10,19:05,19:31,Da Nang,DAD,VietJet Air,VJ517,1,11R,Departed,VN-A632,A321,0,passenger
2026-03-10,19:10,19:28,Delhi,DEL,VietJet Air,VJ971,2,11R,Departed,VN-A812,A333,0,passenger
2026-03-10,18:55,19:24,Bangkok,BKK,Vietnam Airlines,VN617,2,11R,Departed,VN-A619,A21N,1,passenger
2026-03-10,19:05,19:21,Da Nang,DAD,Vietnam Airlines,VN195,1,11R,Departed,VN-A603,A321,0,passenger
2026-03-10,19:00,19:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN219,1,11R,Departed,VN-A879,B78X,0,passenger
2026-03-10,19:00,19:12,Ahmedabad,AMD,VietJet Air,VJ1925,2,11R,Departed,VN-A655,A320,0,passenger
2026-03-10,18:45,19:09,Shanghai,PVG,China Eastern Airlines,MU6014,2,11R,Departed,B-32KU,A21N,0,passenger
2026-03-10,18:55,19:03,Da Nang,DAD,Sun PhuQuoc Airways,9G937,1,11R,Departed,VN-A906,A21N,0,passenger
2026-03-10,18:30,19:00,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G869,1,11R,Departed,VN-A280,A321,0,passenger
2026-03-10,18:20,18:57,Kaohsiung,KHH,Vietnam Airlines,VN586,2,11R,Departed,VN-A393,A321,0,passenger
2026-03-10,18:30,18:54,Ho Chi Minh City,SGN,VietJet Air,VJ165,1,11R,Departed,VN-A549,A21N,0,passenger
2026-03-10,18:25,18:51,Buon Ma Thuot,BMV,VietJet Air,VJ493,1,11R,Departed,VN-A671,A320,0,passenger
2026-03-10,18:10,18:48,Ho Chi Minh City,SGN,VietJet Air,VJ193,1,11R,Departed,VN-A647,A321,1,passenger
2026-03-10,18:30,18:45,Ho Chi Minh City,SGN,Vietnam Airlines,VN231,1,11R,Departed,VN-A894,A359,0,passenger
2026-03-10,18:25,18:43,Singapore,SIN,Singapore Airlines,SQ193,2,11R,Departed,9V-MBE,B38M,0,passenger
2026-03-10,18:00,18:41,Nha Trang,CXR,VietJet Air,VJ779,1,11R,Departed,VN-A552,A21N,0,passenger
2026-03-10,17:40,18:38,Nha Trang,CXR,VietJet Air,VJ783,1,11R,Departed,VN-A629,A321,0,passenger
2026-03-10,17:25,18:34,Can Tho,VCA,VietJet Air,VJ465,1,11R,Departed,VN-A534,A21N,0,passenger
2026-03-10,18:20,18:31,Da Nang,DAD,Vietnam Airlines,VN6071,1,11R,Departed,VN-A354,A321,0,passenger
2026-03-10,17:40,18:28,Phu Quoc,PQC,VietJet Air,VJ445,1,11R,Departed,VN-A663,A320,1,passenger
2026-03-10,18:20,18:24,Taipei,TPE,EVA Air,BR386,2,11R,Departed,B-16221,A321,1,passenger
2026-03-10,18:00,18:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN259,1,11R,Departed,VN-A889,A359,1,passenger
2026-03-10,18:15,18:13,Shanghai,PVG,Air China,CA756,2,11R,Departed,B-6885,A321,1,passenger
2026-03-10,17:55,18:04,Delhi,DEL,IndiGo,6E1634,2,11R,Departed,VT-IQK,A20N,0,passenger
2026-03-10,18:00,18:01,Siem Reap,SAI,Vietnam Airlines,VN843,2,11R,Departed,VN-A326,A321,0,passenger
2026-03-10,17:30,17:56,Taipei,TPE,China Airlines,CI794,2,11R,Departed,B-18109,A21N,0,passenger
2026-03-10,17:35,17:53,Mumbai,BOM,VietJet Air,VJ805,2,11R,Departed,VN-A657,A321,1,passenger
2026-03-10,17:25,17:48,Luang Prabang,LPQ,VietJet Air,VJ376,2,11R,Departed,VN-A672,A320,0,passenger
2026-03-10,17:05,17:45,Ho Chi Minh City,SGN,VietJet Air,VJ250,1,11R,Departed,VN-A641,A321,0,passenger
2026-03-10,17:30,17:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN257,1,11R,Departed,VN-A611,A321,0,passenger
2026-03-10,17:35,17:40,Taipei,TPE,Vietnam Airlines,VN578,2,11R,Departed,VN-A608,A321,0,passenger
2026-03-10,17:00,17:34,Ho Chi Minh City,SGN,Vietnam Airlines,VN217,1,11R,Departed,VN-A874,B78X,0,passenger
2026-03-10,17:05,17:17,Da Nang,DAD,Vietnam Airlines,VN187,1,11R,Departed,VN-A618,A21N,1,passenger
2026-03-10,16:30,17:11,Da Nang,DAD,Bamboo Airways,QH1124,1,11R,Departed,JU-1410,A320,0,passenger
2026-03-10,16:40,17:09,Vinh,VII,Vietnam Airlines,MH759,1,11R,Departed,9M-MXV,B738,1,passenger
2026-03-10,16:50,17:05,Qui Nhon,UIH,Vietnam Airlines,VN7621,1,11R,Departed,VN-A625,A21N,0,passenger
2026-03-10,16:40,17:02,Vientiane,VTE,Lao Airlines,QV312,2,11R,Departed,RDPL-34188,A320,0,passenger
2026-03-10,16:45,16:59,Nha Trang,CXR,Vietnam Airlines,VN1563,1,11R,Departed,VN-A358,A321,0,passenger
2026-03-10,16:35,16:56,Can Tho,VCA,Vietnam Airlines,VN1207,1,11R,Departed,VN-A508,A21N,0,passenger
2026-03-10,15:50,16:54,Bangkok,BKK,Vietnam Airlines,VN619,2,11R,Departed,VN-A336,A321,1,passenger
2026-03-10,16:30,16:49,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1231,1,11R,Departed,VN-A284,A21N,0,passenger
2026-03-10,16:30,16:48,Hue,HUI,Vietnam Airlines,VN1545,1,11R,Departed,VN-A329,A321,1,passenger
2026-03-10,16:20,16:43,Siem Reap,SAI,VietJet Air,VJ913,2,11R,Departed,VN-A542,A321,1,passenger
2026-03-10,16:25,16:40,Da Nang,DAD,VietJet Air,VJ515,1,11R,Departed,VN-A656,A320,0,passenger
2026-03-10,16:30,16:36,Ho Chi Minh City,SGN,Bamboo Airways,QH255,1,11R,Departed,ER-00005,A320,0,passenger
2026-03-10,16:20,16:32,Da Nang,DAD,Bamboo Airways,QH147,1,11R,Departed,VN-A227,A321,0,passenger
2026-03-10,16:10,16:28,Da Nang,DAD,Vietnam Airlines,VN179,1,11R,Departed,VN-A514,A20N,0,passenger
2026-03-10,16:10,16:24,Shenzhen,SZX,China Southern Airlines,CZ8470,2,11R,Departed,B-6912,A321,1,passenger
2026-03-10,16:00,16:19,Ho Chi Minh City,SGN,VietJet Air,VJ195,1,11R,Departed,VN-A815,A333,0,passenger
2026-03-10,16:00,16:16,Ho Chi Minh City,SGN,Vietnam Airlines,VN273,1,11R,Departed,VN-A878,B78X,0,passenger
2026-03-10,15:35,16:13,Ho Chi Minh City,SGN,VietJet Air,VJ199,1,11R,Departed,VN-A636,A321,0,passenger
2026-03-10,15:55,16:10,Pleiku,PXU,VietJet Air,VJ423,1,11R,Departed,VN-A547,A21N,0,passenger
2026-03-10,15:45,16:06,Kunming,KMG,China Eastern Airlines,MU9606,2,11R,Departed,B-6145,B738,0,passenger
2026-03-10,14:55,16:03,Dien Bien Phu,DIN,Vietnam Airlines,VN1804,1,11R,Departed,VN-A614,A321,0,passenger
2026-03-10,15:45,16:01,Guangzhou,CAN,China Southern Airlines,CZ8316,2,11R,Departed,B-6827,A320,1,passenger
2026-03-10,15:30,15:59,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G853,1,11R,Departed,VN-A279,A321,0,passenger
2026-03-10,15:40,15:57,Xiamen,XMN,Xiamen Air,MF870,2,11R,Departed,B-5706,B738,1,passenger
2026-03-10,15:30,15:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN8069,1,11R,Departed,VN-B218,AT75,0,passenger
2026-03-10,15:30,15:50,Ho Chi Minh City,SGN,Vietnam Airlines,VN249,1,11R,Departed,VN-A896,A359,1,passenger
2026-03-10,15:30,15:46,Phu Quoc,PQC,VietJet Air,VJ1441,1,11R,Departed,VN-A500,A21N,0,passenger
2026-03-10,15:25,15:43,Qui Nhon,UIH,VietJet Air,VJ433,1,11R,Departed,VN-A674,A21N,0,passenger
2026-03-10,15:20,15:40,Chiang Mai,CNX,AirAsia,FD871,2,11R,Departed,HS-BBO,A320,1,passenger
2026-03-10,15:15,15:37,Siem Reap,SAI,Vietnam Airlines,VN837,2,11R,Departed,VN-A392,A321,1,passenger
2026-03-10,15:10,15:34,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1221,1,11R,Departed,VN-A286,A21N,0,passenger
2026-03-10,15:00,15:31,Ho Chi Minh City,SGN,Vietnam Airlines,VN215,1,11R,Departed,VN-A877,B78X,1,passenger
2026-03-10,14:10,15:28,Dhaka,DAC,Ethiopian Airlines,ET679,2,11R,Departed,ET-AUP,B789,1,passenger
2026-03-10,15:10,15:25,Shanghai,PVG,China Eastern Airlines,MU6012,2,11R,Departed,B-1680,A321,1,passenger
2026-03-10,,15:21,,,JD Airlines,JG2724,,11R,Departed,B-5335,B738,0,cargo
2026-03-10,14:15,15:14,Nha Trang,CXR,Vietnam Airlines,VN1559,1,11R,Departed,VN-A613,A321,0,passenger
2026-03-10,15:05,15:11,Da Nang,DAD,Vietnam Airlines,VN173,1,11R,Departed,VN-A390,A321,0,passenger
2026-03-10,14:50,15:08,Kuala Lumpur,KUL,AirAsia,AK513,2,11R,Departed,9M-RAR,A20N,1,passenger
2026-03-10,14:55,15:01,Shenzhen,SZX,Shenzhen Airlines,ZH104,2,11R,Departed,B-6650,A320,1,passenger
2026-03-10,14:45,14:53,Da Nang,DAD,Sun PhuQuoc Airways,9G927,1,11R,Departed,VN-A906,A21N,0,passenger
2026-03-10,14:40,14:51,Kuala Lumpur,KUL,Vietnam Airlines,VN681,2,11R,Departed,VN-A399,A321,0,passenger
2026-03-10,14:25,14:49,Taipei,TPE,VietJet Air,VJ942,2,11R,Departed,VN-A548,A21N,1,passenger
2026-03-10,14:35,14:43,Buon Ma Thuot,BMV,VietJet Air,VJ1491,1,11R,Departed,VN-A632,A321,0,passenger
2026-03-10,14:00,14:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN253,1,11R,Departed,VN-A866,B789,0,passenger
2026-03-10,14:05,14:33,Da Nang,DAD,VietJet Air,KE472,1,11R,Departed,HL8218,B77W,0,passenger
2026-03-10,13:55,14:29,Manila,MNL,Philippine Airlines,PR594,2,11R,Departed,RP-C9914,A321,0,passenger
2026-03-10,13:35,14:24,Da Nang,DAD,VietJet Air,VJ513,1,11R,Departed,VN-A534,A21N,1,passenger
2026-03-10,14:05,14:22,Kolkata,CCU,IndiGo,6E1632,2,11R,Departed,VT-IPH,A20N,0,passenger
2026-03-10,14:05,14:16,Phnom Penh,KTI,Air Cambodia,K6855,2,11R,Departed,XU-350,A321,0,passenger
2026-03-10,13:45,14:14,Guangzhou,CAN,Shenzhen Airlines,ZH122,2,11R,Departed,B-1712,B738,1,passenger
2026-03-10,14:10,14:11,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1219,1,11R,Departed,VN-A285,A21N,0,passenger
2026-03-10,13:40,14:05,Ho Chi Minh City,SGN,VietJet Air,VJ143,1,11R,Departed,VN-A811,A333,0,passenger
2026-03-10,12:35,14:02,Taipei,TPE,EVA Air,BR398,2,11R,Departed,B-16718,B77W,1,passenger
2026-03-10,13:30,13:59,Taichung,RMQ,VietJet Air,VJ948,2,11R,Departed,VN-A687,A321,1,passenger
2026-03-10,13:30,13:55,Kuala Lumpur,KUL,Batik Air,OD572,2,11R,Departed,9M-LRK,B38M,1,passenger
2026-03-10,,13:51,,,,,,11R,Departed,T7-852,GLEX,0,business jet
2026-03-10,13:15,13:49,Ho Chi Minh City,SGN,Bamboo Airways,QH251,1,11R,Departed,JU-1410,A320,0,passenger
2026-03-10,13:30,13:45,Seoul,ICN,Asiana Airlines,OZ730,2,11R,Departed,HL7700,B772,0,passenger
2026-03-10,11:40,13:41,Ho Chi Minh City,SGN,VietJet Air,VJ137,1,11R,Departed,VN-A637,A321,0,passenger
2026-03-10,13:20,13:37,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1215,1,11R,Departed,VN-A281,A21N,1,passenger
2026-03-10,13:00,13:34,Nha Trang,CXR,VietJet Air,VJ781,1,11R,Departed,VN-A629,A321,0,passenger
2026-03-10,13:20,13:31,Beijing,PEK,Air China,CA742,2,11R,Departed,B-328N,A21N,0,passenger
2026-03-10,12:10,13:26,Buon Ma Thuot,BMV,Vietnam Airlines,VN7601,1,11R,Departed,VN-A513,A20N,1,passenger
2026-03-10,13:00,13:23,Da Nang,DAD,Vietnam Airlines,VN171,1,11R,Departed,VN-A608,A321,0,passenger
2026-03-10,13:00,13:20,Ho Chi Minh City,SGN,Vietnam Airlines,VN213,1,11R,Departed,VN-A871,B789,0,passenger
2026-03-10,13:00,13:17,Kuala Lumpur,KUL,Malaysia Airlines,MH753,2,11R,Departed,9M-MLR,B738,1,passenger
2026-03-10,12:45,13:14,Guangzhou,CAN,Vietnam Airlines,VN506,2,11R,Departed,VN-A393,A321,0,passenger
2026-03-10,12:55,13:11,Nha Trang,CXR,Bamboo Airways,QH1415,1,11R,Departed,VN-A596,A20N,0,passenger
2026-03-10,,13:06,,,Air Zeta,KJ934,,11R,Departed,HL7423,B744,0,cargo
2026-03-10,12:10,13:04,Phu Quoc,PQC,VietJet Air,OZ732,1,11R,Departed,HL8356,A21N,1,passenger
2026-03-10,12:45,13:01,Singapore,SIN,Singapore Airlines,SQ191,2,11R,Departed,9V-SHO,A359,0,passenger
2026-03-10,12:40,12:57,Ho Chi Minh City,SGN,VietJet Air,VJ183,1,11R,Departed,VN-A539,A21N,0,passenger
2026-03-10,12:40,12:55,Bangkok,BKK,Vietnam Airlines,VN615,2,11R,Departed,VN-A603,A321,1,passenger
2026-03-10,12:20,12:52,Bangkok,DMK,AirAsia,FD641,2,11R,Departed,HS-ABA,A320,1,passenger
2026-03-10,12:35,12:49,Da Nang,DAD,Vietnam Airlines,VN7165,1,11R,Departed,VN-A625,A21N,0,passenger
2026-03-10,12:25,12:47,Shanghai,PVG,Air China,CA704,2,11R,Departed,B-6883,A321,1,passenger
2026-03-10,12:15,12:44,Bangkok,BKK,VietJet Air,VJ901,2,11R,Departed,VN-A549,A21N,1,passenger
2026-03-10,12:30,12:41,Phu Quoc,PQC,Vietnam Airlines,VN6401,1,11R,Departed,VN-A354,A321,0,passenger
2026-03-10,12:20,12:38,Seoul,ICN,Korean Air,KE442,2,11R,Departed,HL8531,A21N,0,passenger
2026-03-10,11:55,12:35,Nha Trang,CXR,Vietnam Airlines,VN7553,1,11R,Departed,VN-A611,A321,0,passenger
2026-03-10,12:25,12:30,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G837,1,11R,Departed,VN-A280,A321,0,passenger
2026-03-10,11:00,12:27,Taipei,TPE,Air China Cargo,CI782,2,11R,Departed,B-18901,A359,0,passenger
2026-03-10,12:00,12:24,Ho Chi Minh City,SGN,Vietnam Airlines,VN251,1,11R,Departed,VN-A889,A359,0,passenger
2026-03-10,11:45,12:21,Da Nang,DAD,Vietnam Airlines,VN169,1,11R,Departed,VN-A336,A321,1,passenger
2026-03-10,11:05,12:18,Hong Kong,HKG,Cathay Pacific,CX740,0,11R,Departed,B-HNI,B773,1,general aviation
2026-03-10,12:15,12:15,Ho Chi Minh City,SGN,VietJet Air,VJ127,1,11R,Departed,VN-A669,A320,0,passenger
2026-03-10,11:20,12:12,Taipei,TPE,China Airlines,CI792,2,11R,Departed,B-18315,A333,0,passenger
2026-03-10,12:00,12:09,Tuy Hoa,TBB,Vietnam Airlines,VN1651,1,11R,Departed,VN-A358,A321,0,passenger
2026-03-10,11:30,12:06,Taipei,TPE,Starlux,JX716,0,11R,Departed,B-58212,A21N,0,general aviation
2026-03-10,11:50,12:03,Qui Nhon,UIH,Bamboo Airways,QH1215,1,11R,Departed,VN-A227,A321,0,passenger
2026-03-10,11:45,12:00,Kaohsiung,KHH,VietJet Air,VJ946,2,11R,Departed,VN-A554,A21N,1,passenger
2026-03-10,12:00,11:57,Baku,GYD,Silk Way West Airlines,7L8582,0,11R,Departed,VP-BMU,B77L,0,cargo
2026-03-10,11:45,11:53,Guangzhou,CAN,China Southern Airlines,CZ3050,2,11R,Departed,B-30DG,A20N,0,passenger
2026-03-10,11:25,11:51,Ho Chi Minh City,SGN,VietJet Air,VJ129,1,11R,Departed,VN-A812,A333,0,passenger
2026-03-10,11:10,11:48,Ho Chi Minh City,SGN,VietJet Air,VJ135,1,11R,Departed,VN-A634,A321,0,passenger
2026-03-10,11:30,11:44,Qui Nhon,UIH,Vietnam Airlines,VN8346,1,11R,Departed,VN-B219,AT75,0,passenger
2026-03-10,10:55,11:33,Da Nang,DAD,Vietnam Airlines,VN167,1,11R,Departed,VN-A614,A321,0,passenger
2026-03-10,10:50,11:30,Singapore,SIN,Vietnam Airlines,VN663,2,11R,Departed,VN-A357,A321,1,passenger
2026-03-10,11:15,11:27,Can Tho,VCA,Vietnam Airlines,VN1203,1,11R,Departed,VN-A326,A321,0,passenger
2026-03-10,11:00,11:12,Ho Chi Minh City,SGN,Vietnam Airlines,VN211,1,11R,Departed,VN-A327,A321,0,passenger
2026-03-10,10:55,11:08,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1209,1,11R,Departed,VN-A284,A21N,0,passenger
2026-03-10,10:50,11:05,Ho Chi Minh City,SGN,Vietravel Airlines,VU771,1,11R,Departed,VN-A129,A321,0,passenger
2026-03-10,10:35,11:02,Bangkok,BKK,Thai Airways,TG561,2,11R,Departed,HS-TXG,A320,1,passenger
2026-03-10,10:40,11:00,Seoul,ICN,Vietnam Airlines,VN414,2,11R,Departed,VN-A888,A359,1,passenger
2026-03-10,10:30,10:57,Can Tho,VCA,VietJet Air,VJ463,1,11R,Departed,VN-A685,A321,0,passenger
2026-03-10,10:00,10:54,Denpasar,DPS,VietJet Air,VJ997,2,11R,Departed,VN-A532,A321,1,passenger
2026-03-10,10:10,10:51,Hue,HUI,VietJet Air,VJ567,1,11R,Departed,VN-A632,A321,0,passenger
2026-03-10,10:30,10:47,Da Nang,DAD,VietJet Air,VJ507,1,11R,Departed,VN-A643,A321,0,passenger
2026-03-10,10:30,10:44,Hong Kong,HKG,Vietnam Airlines,VN592,2,11R,Departed,VN-A325,A321,0,passenger
2026-03-10,10:05,10:41,Ho Chi Minh City,SGN,VietJet Air,VJ149,1,11R,Departed,LY-NVG,A320,1,passenger
2026-03-10,09:55,10:38,Ho Chi Minh City,SGN,Vietravel Airlines,VU775,1,11R,Departed,9H-MLW,A320,0,passenger
2026-03-10,09:25,10:36,Shenzhen,SZX,Shenzhen Airlines,ZH102,2,11R,Departed,B-8078,A320,0,passenger
2026-03-10,10:10,10:32,Da Nang,DAD,Vietnam Airlines,VN165,1,11R,Departed,VN-A613,A321,0,passenger
2026-03-10,10:10,10:30,Shanghai,PVG,Vietnam Airlines,VN532,2,11R,Departed,VN-A619,A21N,1,passenger
2026-03-10,10:10,10:26,Ho Chi Minh City,SGN,Bamboo Airways,QH211,1,11R,Departed,ER-00005,A320,0,passenger
2026-03-10,10:05,10:20,Ho Chi Minh City,SGN,Bamboo Airways,QH154,1,11R,Departed,VN-A585,A321,0,passenger
2026-03-10,09:55,10:16,Nha Trang,CXR,Vietnam Airlines,VN1553,1,11R,Departed,VN-A392,A321,0,passenger
2026-03-10,10:00,10:12,Beijing,PEK,Vietnam Airlines,VN512,2,11R,Departed,VN-A602,A321,0,passenger
2026-03-10,08:40,10:10,Ho Chi Minh City,SGN,VietJet Air,VJ125,1,11R,Departed,VN-A657,A321,1,passenger
2026-03-10,09:55,10:07,Phu Quoc,PQC,Vietnam Airlines,VN6103,1,11R,Departed,VN-A363,A321,0,passenger
2026-03-10,09:55,10:04,Istanbul,IST,Sun PhuQuoc Airways,9G1959,2,11R,Departed,VN-A282,A21N,0,passenger
2026-03-10,09:35,09:57,Singapore,SIN,VietJet Air,VJ915,2,11R,Departed,VN-A647,A321,0,passenger
2026-03-10,08:40,09:47,Jakarta,CGK,VietJet Air,VJ929,2,11R,Departed,VN-A658,A320,1,passenger
2026-03-10,09:35,09:44,Vientiane,VTE,Vietnam Airlines,VN921,2,11R,Departed,VN-A605,A321,1,passenger
2026-03-10,09:25,09:42,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G821,1,11R,Departed,VN-A279,A321,1,passenger
2026-03-10,09:15,09:36,Bangkok,DMK,AirAsia,FD643,2,11R,Departed,HS-EAD,A21N,1,passenger
2026-03-10,09:15,09:33,Melbourne,MEL,Vietnam Airlines,VN779,2,11R,Departed,VN-A897,A359,0,passenger
2026-03-10,09:15,09:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN7043,1,11R,Departed,VN-A610,A321,0,passenger
2026-03-10,09:15,09:27,Bangkok,BKK,Vietnam Airlines,VN611,2,11R,Departed,VN-A390,A321,1,passenger
2026-03-10,09:00,09:24,Chengdu,TFU,Sichuan Airlines,3U3906,2,11R,Departed,B-8331,A320,1,passenger
2026-03-10,09:00,09:21,Ho Chi Minh City,SGN,Vietnam Airlines,VN209,1,11R,Departed,VN-A893,A359,1,passenger
2026-03-10,09:00,09:17,Da Nang,DAD,Sun PhuQuoc Airways,9G913,1,11R,Departed,VN-A285,A21N,1,passenger
2026-03-10,08:50,09:12,Istanbul,IST,Turkish Airlines,TK253,2,11R,Departed,TC-LMD,B789,0,passenger
2026-03-10,09:00,09:07,Kuala Lumpur,KUL,AirAsia,AK517,2,11R,Departed,9M-AQG,A320,0,passenger
2026-03-10,08:20,09:03,Osaka,KIX,VietJet Air,VJ930,2,11R,Departed,VN-A524,A21N,1,passenger
2026-03-10,08:45,09:00,Dong Hoi,VDH,Vietnam Airlines,VN1591,1,11R,Departed,VN-A611,A321,0,passenger
2026-03-10,08:30,08:51,Paro,PBH,Hai Au Aviation,HAI489,0,11L,Departed,VN-A489,FA8X,0,business jet
2026-03-10,08:35,08:48,Tokyo,HND,Vietnam Airlines,VN384,2,11R,Departed,VN-A861,B789,1,passenger
2026-03-10,08:15,08:43,Ho Chi Minh City,SGN,VietJet Air,VJ184,1,11R,Departed,VN-A812,A333,0,passenger
2026-03-10,08:20,08:38,Tokyo,NRT,VietJet Air,VJ934,2,11R,Departed,VN-A653,A21N,1,passenger
2026-03-10,08:25,08:33,Manila,MNL,Cebu Pacific,5J745,2,11R,Departed,RP-C4147,A21N,0,passenger
2026-03-10,07:15,08:30,Buon Ma Thuot,BMV,Vietnam Airlines,VN1603,1,11R,Departed,VN-A608,A321,0,passenger
2026-03-10,08:15,08:27,Guangzhou,CAN,China Southern Airlines,CZ372,2,11R,Departed,B-1207,B38M,1,passenger
2026-03-10,08:15,08:24,Da Nang,DAD,Vietnam Airlines,VN6081,1,11R,Departed,VN-A354,A321,0,passenger
2026-03-10,07:35,08:22,Nha Trang,CXR,VietJet Air,VJ771,1,11R,Departed,VN-A534,A21N,0,passenger
